template_id,src_cat,src_aspect,predicate,tgt_cat,tgt_aspect
t1489,dataset version,,is input of,molecular activity,
t1490,dataset version,,is input of,biological process,
t1491,dataset version,,is output of,molecular activity,
t1492,dataset version,,is output of,biological process,
t1493,dataset version,,actively involved in,molecular activity,
t1494,dataset version,,actively involved in,biological process,
t1495,dataset version,,capable of,activity and behavior,
t1496,dataset version,,capable of,phenomenon,
t1497,dataset version,,capable of,environmental process,
t1498,dataset version,,consumes,attribute,
t1499,dataset version,,consumes,organism taxon,
t1500,dataset version,,consumes,event,
t1501,dataset version,,consumed by,attribute,
t1502,dataset version,,consumed by,organism taxon,
t1503,dataset version,,consumed by,event,
t1504,dataset summary,,related to,attribute,
t1505,dataset summary,,related to,organism taxon,
t1506,dataset summary,,related to,event,
t1507,dataset summary,,associated with,attribute,
t1508,dataset summary,,associated with,organism taxon,
t1509,dataset summary,,associated with,event,
t1510,dataset summary,,has contributor,agent,
t1511,dataset summary,,has provider,agent,
t1512,dataset summary,,assesses,attribute,
t1513,dataset summary,,assesses,organism taxon,
t1514,dataset summary,,assesses,event,
t1515,dataset summary,,is assessed by,attribute,
t1516,dataset summary,,is assessed by,organism taxon,
t1517,dataset summary,,is assessed by,event,
t1518,dataset summary,,interacts with,attribute,
t1519,dataset summary,,interacts with,organism taxon,
t1520,dataset summary,,interacts with,event,
t1521,dataset summary,,associated with sensitivity to,molecular entity,
t1522,dataset summary,,associated with sensitivity to,chemical mixture,
t1523,dataset summary,,associated with sensitivity to,environmental food contaminant,
t1524,dataset summary,,associated with resistance to,molecular entity,
t1525,dataset summary,,associated with resistance to,chemical mixture,
t1526,dataset summary,,associated with resistance to,environmental food contaminant,
t1527,dataset summary,,correlated with,attribute,
t1528,dataset summary,,correlated with,organism taxon,
t1529,dataset summary,,correlated with,event,
t1530,dataset summary,,positively correlated with,attribute,
t1531,dataset summary,,positively correlated with,organism taxon,
t1532,dataset summary,,positively correlated with,event,
t1533,dataset summary,,negatively correlated with,attribute,
t1534,dataset summary,,negatively correlated with,organism taxon,
t1535,dataset summary,,negatively correlated with,event,
t1536,dataset summary,,occurs together in literature with,attribute,
t1537,dataset summary,,occurs together in literature with,organism taxon,
t1538,dataset summary,,occurs together in literature with,event,
t1539,dataset summary,,located in,attribute,
t1540,dataset summary,,located in,organism taxon,
t1541,dataset summary,,located in,event,
t1542,dataset summary,,location of,attribute,
t1543,dataset summary,,location of,organism taxon,
t1544,dataset summary,,location of,event,
t1545,dataset summary,,is input of,molecular activity,
t1546,dataset summary,,is input of,biological process,
t1547,dataset summary,,is output of,molecular activity,
t1548,dataset summary,,is output of,biological process,
t1549,dataset summary,,actively involved in,molecular activity,
t1550,dataset summary,,actively involved in,biological process,
t1551,dataset summary,,capable of,activity and behavior,
t1552,dataset summary,,capable of,phenomenon,
t1553,dataset summary,,capable of,environmental process,
t1554,dataset summary,,consumes,attribute,
t1555,dataset summary,,consumes,organism taxon,
t1556,dataset summary,,consumes,event,
t1557,dataset summary,,consumed by,attribute,
t1558,dataset summary,,consumed by,organism taxon,
t1559,dataset summary,,consumed by,event,
t1560,confidence level,,related to,attribute,
t1561,confidence level,,related to,organism taxon,
t1562,confidence level,,related to,event,
t1563,confidence level,,associated with,attribute,
t1564,confidence level,,associated with,organism taxon,
t1565,confidence level,,associated with,event,
t1566,confidence level,,has contributor,agent,
t1567,confidence level,,has provider,agent,
t1568,confidence level,,assesses,attribute,
t1569,confidence level,,assesses,organism taxon,
t1570,confidence level,,assesses,event,
t1571,confidence level,,is assessed by,attribute,
t1572,confidence level,,is assessed by,organism taxon,
t1573,confidence level,,is assessed by,event,
t1574,confidence level,,interacts with,attribute,
t1575,confidence level,,interacts with,organism taxon,
t1576,confidence level,,interacts with,event,
t1577,confidence level,,associated with sensitivity to,molecular entity,
t1578,confidence level,,associated with sensitivity to,chemical mixture,
t1579,confidence level,,associated with sensitivity to,environmental food contaminant,
t1580,confidence level,,associated with resistance to,molecular entity,
t1581,confidence level,,associated with resistance to,chemical mixture,
t1582,confidence level,,associated with resistance to,environmental food contaminant,
t1583,confidence level,,correlated with,attribute,
t1584,confidence level,,correlated with,organism taxon,
t1585,confidence level,,correlated with,event,
t1586,confidence level,,positively correlated with,attribute,
t1587,confidence level,,positively correlated with,organism taxon,
t1588,confidence level,,positively correlated with,event,
t1589,confidence level,,negatively correlated with,attribute,
t1590,confidence level,,negatively correlated with,organism taxon,
t1591,confidence level,,negatively correlated with,event,
t1592,confidence level,,occurs together in literature with,attribute,
t1593,confidence level,,occurs together in literature with,organism taxon,
t1594,confidence level,,occurs together in literature with,event,
t1595,confidence level,,located in,attribute,
t1596,confidence level,,located in,organism taxon,
t1597,confidence level,,located in,event,
t1598,confidence level,,location of,attribute,
t1599,confidence level,,location of,organism taxon,
t1600,confidence level,,location of,event,
t1601,confidence level,,is input of,molecular activity,
t1602,confidence level,,is input of,biological process,
t1603,confidence level,,is output of,molecular activity,
t1604,confidence level,,is output of,biological process,
t1605,confidence level,,actively involved in,molecular activity,
t1606,confidence level,,actively involved in,biological process,
t1607,confidence level,,capable of,activity and behavior,
t1608,confidence level,,capable of,phenomenon,
t1609,confidence level,,capable of,environmental process,
t1610,confidence level,,consumes,attribute,
t1611,confidence level,,consumes,organism taxon,
t1612,confidence level,,consumes,event,
t1613,confidence level,,consumed by,attribute,
t1614,confidence level,,consumed by,organism taxon,
t1615,confidence level,,consumed by,event,
t1616,evidence type,,related to,attribute,
t1617,evidence type,,related to,organism taxon,
t1618,evidence type,,related to,event,
t1619,evidence type,,associated with,attribute,
t1620,evidence type,,associated with,organism taxon,
t1621,evidence type,,associated with,event,
t1622,evidence type,,has contributor,agent,
t1623,evidence type,,has provider,agent,
